"location","size","year","price"
"1",84.1059761525298,2015,755991.995743586
"0",98.6075635303435,2013,779207.65761767
"1",33.589715106004,2020,330794.959254104
"2",92.4562463328376,1980,584632.273400133
"1",78.323651263708,1963,297865.283104643
"1",66.8535185252805,1996,477928.549829418
"1",57.5495038575881,1959,201074.831146864
"1",66.0436937300731,1999,492212.784915625
"0",79.6006090075778,2009,599095.144434945
"0",97.2449627779646,1956,213988.163014256
"2",54.1263802013563,1996,441339.459004462
"1",100.385971320818,1959,336017.51682248
"2",40.1125281230921,1951,154098.244309394
"0",48.3804866480393,1999,319623.122316155
"1",68.2823573390321,2011,590215.96631588
"2",64.6136413107954,2007,592172.991616884
"0",90.2170465412684,1992,524195.618492376
"0",108.160961480751,1978,474982.2061641
"0",49.3277116849599,1998,320748.641038716
"0",75.7169211760347,1959,191513.620927527
"0",122.384525470934,1962,340240.117708599
"2",62.2180326841676,2001,533971.176092992
"0",57.7023992043914,1957,136725.270027462
"0",21.5206400832148,1956,54978.8145870187
"1",66.004973897512,2020,630652.163095697
"0",90.5393812176606,1957,208968.088462766
"0",70.5566685471766,1980,327389.334934928
"2",32.4961847351314,1971,195589.538041373
"1",56.4231815223045,1972,270947.495157011
"1",64.8589086336147,1996,464259.924573849
"0",71.2021967243504,1988,387314.164498577
"2",29.5791825591655,1975,192557.676864332
"1",54.4595622775752,1971,256758.228805126
"0",69.3135267261094,1953,134531.451917076
"0",98.2499729537596,1972,373381.766568234
"0",25.1424488106672,1999,170905.706648198
"1",63.6927598408322,1993,437153.509566432
"0",96.1198825471538,2019,817496.112798853
"1",71.1330782999761,2011,614011.921183563
"0",53.1200644281359,2005,381860.749426029
"2",80.2629163470477,1999,664067.589332862
"1",64.125309107452,1987,401474.981288664
"1",65.2821040774255,2012,571694.340504802
"0",120.814583095509,1996,746946.645767988
"1",39.3068359630668,1989,261675.87209699
"1",60.0855318380094,2000,455612.362049766
"1",51.48478511399,1971,243806.699295029
"2",52.4326571213914,1980,344496.973187261
"1",26.9234525200487,1995,201711.37987299
"0",83.7079587293958,2010,637855.540905422
"0",88.3538480364851,2015,716898.552952988
"3",53.6460223428584,1961,299997.570155779
"0",116.034530500739,1995,706178.129432937
"1",71.1804942040191,1959,244006.587291767
"1",55.2718376522266,1990,365400.418446016
"1",88.5821665930325,2000,662222.823436004
"0",65.3443461288487,1988,356265.649235432
"0",25.4163092260759,2015,213404.015970214
"1",71.00054334105,1961,257659.970387581
"0",35.8664459442844,2010,279055.885058124
"1",38.9629571689751,2004,318086.065880423
"0",51.7039657233853,2019,444409.520314372
"1",31.6978388675513,1975,170438.638847909
"0",66.7875834356284,1976,283713.855481585
"1",66.377391118623,1968,288669.719632401
"1",53.9812815405589,1989,351920.822432364
"1",119.652335550003,2012,1031124.79174202
"0",72.5235097139025,1984,365287.599619709
"1",47.2176837821909,1988,305619.535266694
"1",68.540461776928,1969,304281.995735859
"0",41.9729082095637,1975,177764.573720278
"1",100.52270858726,1999,738737.373117029
"1",42.2101397354203,1966,182337.98985221
"0",64.9442827236662,1993,386639.521809805
"0",25.848057903712,1987,144341.169981578
"0",104.915660391758,2007,765430.385996288
"1",68.1138478749296,1968,295706.952200154
"1",58.6538477058741,1990,386524.025680202
"0",62.3245394530387,1984,315301.707990745
"1",54.3277505490737,1953,158303.012041981
"2",43.7340382280987,1997,366729.362532947
"1",63.2602401908402,1961,231722.798476295
"1",93.2521451360243,1955,276218.986372614
"1",60.5020654264023,1969,270925.905209499
"0",34.198128894872,1979,160369.13475513
"1",84.4192541783339,1993,572905.918608443
"0",58.4977381934183,2016,483914.396351163
"0",30.5639153892724,2018,263771.804605722
"2",48.9532852795936,2012,480433.569458174
"1",69.2535041631123,2019,653764.576895063
"0",48.7809899576887,1994,297768.635174174
"1",50.1164730342885,1961,187697.837204763
"0",65.6754596920639,1960,173983.661618669
"0",46.7286074126791,2011,365193.472248161
"0",49.8330268519507,1960,134385.138777652
"1",41.1221203545088,2019,396357.12183103
"0",121.48384889391,1995,738872.612037649
"0",84.7674490101344,1970,306539.849313285
"1",39.2793259535852,1982,233977.609154055
"1",113.875832352347,1992,754463.207938807
"1",80.6875080953922,1997,580762.111988807
"1",81.7914507373477,1995,572067.293580751
"0",54.313732784786,1979,248874.895132026
"0",86.6389654742308,1957,200389.827150128
"1",54.8144018243688,2009,466779.431911697
"0",81.5228154308717,2009,613323.554919793
"1",46.9614319440002,2006,388689.031535729
"1",81.1219634990641,1991,535080.663694119
"2",75.25775601542,1966,376016.322520775
"0",53.1395861936481,1990,302214.102631913
"1",80.0690208128888,1978,424228.57050084
"1",28.1938519273768,1966,128376.536931938
"1",61.5536733254369,1980,343055.582731613
"0",64.1556450581667,2004,452698.684276751
"3",59.8176297135538,1994,527493.957239212
"1",67.1815387748274,1981,379324.130504396
"0",60.6379275931947,1953,118909.134099278
"0",56.2807645307141,1957,133608.642718092
"0",76.1387397610828,1965,238252.604018219
"1",66.4578741617453,1979,362159.343793155
"1",62.7466551118018,1981,355603.834881223
"0",66.5003464785274,2010,508801.36045164
"2",91.9861628979619,1986,637034.65994753
"0",34.5321026205989,1989,196415.15107179
"0",37.2122484475319,1957,91654.7977460132
"1",70.8989184129871,1955,214752.034732759
"1",57.2313160372254,1958,194351.81089485
"1",43.0284300470766,2010,375030.643751445
"0",62.9932529624047,2013,501406.685378687
"0",67.9878734891255,1998,438315.242601793
"2",66.6056901766414,2013,649490.270113138
"1",58.4029752531714,2009,496028.696388097
"2",52.030256804826,1989,388954.369134566
"1",54.4251742706757,2001,420034.281379893
"0",75.7701681134432,1994,457017.505469029
"1",48.6766212647764,1956,158510.373157385
"1",46.5961331819984,2016,432456.652247993
"1",85.2999141399916,1953,237278.99278466
"1",39.6595557767462,1971,192373.203629784
"2",55.2623829084826,1999,466575.179454425
"0",28.9915724060615,2009,224589.553706158
"0",72.5837316168335,2001,489061.625228152
"1",83.0915461946614,2009,697248.205571372
"0",90.2920065015891,1966,289730.974156715
"0",43.5803368887584,2018,371806.32369263
"0",67.4781263825022,1952,124471.400607617
"2",62.0244843315514,1979,395836.347166244
"0",40.3596284495936,2007,300618.826255873
"1",70.9495720104622,1951,186483.22601677
"2",76.4016976666259,1980,488310.515711514
"1",57.4824474215776,2015,523044.771503568
"1",107.01741833329,1997,763761.411175008
"1",99.1117581289427,1993,669145.365850685
"0",104.913468306001,2020,901858.27092585
"0",106.861785248511,1999,693906.150550903
"2",57.1057475595519,1973,332525.062276102
"0",52.2085036877919,2011,406845.858749372
"0",73.7128237613776,2000,489137.395423476
"2",119.317048749366,1986,817427.807979991
"1",69.8759292435288,2016,638483.001124474
"0",79.5608908595828,2002,543067.94366894
"1",44.2521201098039,1962,172482.585893794
"0",70.3660272926856,2012,551874.424424057
"0",37.3130921296706,1952,73198.0466626289
"2",67.8232804184159,1994,531866.662983297
"0",42.1695812138699,1996,267208.970625606
"0",82.3678929696306,1952,149788.155231018
"0",24.7920054077394,1953,54381.8809953662
"0",46.2045120954337,1973,185442.89388776
"0",61.0146450436888,1999,400497.348548905
"0",38.0869604520104,1988,211795.644979012
"1",62.9917198582851,1956,199293.91463291
"0",60.954118632034,1984,308596.82472507
"0",57.6107919743509,2005,413304.922402688
"1",73.8505968116176,1988,466739.984218548
"0",63.7265992317665,2016,526266.144114914
"0",51.6688171144669,1973,206204.047924375
"1",74.3088137153535,2012,647962.169363767
"0",69.5181429197352,1959,176635.112911993
"0",40.1323305476529,1985,210585.920245143
"1",76.4459579587497,2003,597183.348400465
"1",55.9865140112669,2019,532369.208980292
"1",64.8039598021578,1971,301756.615559904
"0",47.6737785950242,2005,343740.838598155
"1",64.8599919108767,1979,353932.203700822
"2",49.3993793256235,1974,296627.721397992
"0",95.5521478643159,2020,822296.197557293
"1",134.309289084853,1965,523481.129056454
"2",87.2904137854304,1995,684660.39799097
"1",67.0938005497217,1954,197580.113806858
"1",35.0248322744567,2007,298484.203952257
"0",53.2111012920487,2006,387833.534700847
"1",66.0629715246542,1951,175010.560266942
"0",59.3071526625583,1973,235229.24991849
"1",48.387172265535,1992,332062.96156579
"3",75.7858312837702,1977,528704.510756063
"2",84.1800531411551,1961,374939.414757533
"0",50.1398550143568,1998,325863.066629265
"1",60.1141139938104,1958,203144.347034285
"2",111.753128675486,2003,957568.832508549
"1",93.9478479480194,1960,325141.832830328
"1",69.3433110391505,1960,245166.043239668
"2",68.8214893228559,1961,311969.486532004
"2",49.9848230880091,1981,334817.580368413
"1",53.9418909635631,1996,389481.812735563
"1",62.1784396562402,1977,327677.17922763
"1",80.464630378571,1997,579223.215183613
"0",79.0027708833926,1969,278443.140927598
"0",67.9760569046434,1986,356607.535538751
"0",95.2349909016083,1964,286003.691532471
"0",60.8525263472216,1951,107113.482826709
"0",52.6608947696604,2000,352303.486302697
"1",41.0173087675961,2003,329693.633955336
"0",34.3476452001197,1999,229817.463172007
"0",103.54902068865,1965,320468.694828579
"1",25.4310913665743,1954,87160.2359946416
"2",77.7808443793086,1980,496581.241835476
"1",82.947754493381,1979,447078.610139355
"1",33.4007853952679,1951,98246.1442736371
"0",45.8545955074099,2003,321832.196711152
"0",34.4952670856688,2016,289488.879577834
"1",41.4418228573151,1981,241622.535064304
"1",101.135054902281,1987,621692.32744246
"1",81.688695582809,2006,661293.01458929
"2",36.7474462224982,1974,228298.48152775
"0",44.057122158416,2002,305197.570713526
"2",61.6485193001818,1999,517017.850896296
"0",57.9131430646571,1994,351654.852147132
"2",74.9351570363189,2016,749460.458412533
"2",111.672732494576,2014,1079798.33790335
"1",66.7130641186816,1987,416883.359429553
"1",57.1552908471278,1988,365721.281493851
"2",66.1566796190457,1985,459941.687909474
"0",61.9748729206979,1969,220553.186163117
"1",60.1814051129348,1962,227431.592733119
"1",37.1930072093227,1991,256134.645852702
"0",62.738458350124,1970,229435.600851988
"1",57.2566914088466,1986,354875.78106963
"1",40.7538468964014,2010,356264.014430179
"2",42.4161034450504,1997,356594.599237438
"2",86.0920529671623,1951,296643.227328845
"0",69.1435652948875,1967,231089.99121864
"1",146.85337106068,2009,1216898.30980123
"0",98.201481598689,1987,520593.538098686
"1",70.5782632002948,1953,199742.670340555
"1",58.8728825784211,2001,452728.025317058
"1",63.3920708287183,1981,359041.523020885
"0",50.167767463826,2020,436533.759122694
"0",68.9342734934139,2020,596042.042975819
"1",72.2326924324564,2009,608737.608514462
"1",51.6156710387596,1954,156551.330447406
"2",45.2992506639289,1970,256352.435423712
"1",33.1901334097527,2002,267273.51599955
"0",58.3937444649807,2007,430465.853894752
"1",102.920093927795,1988,642601.235064489
"2",55.7644764528854,2017,570997.934822682
"1",48.5518808648498,1992,333125.165171103
"1",64.568190043966,1978,345954.022884272
"2",28.2693694311165,2020,312792.368491891
"3",116.110434752118,1959,579706.621109888
"1",85.8423018878035,1971,393263.202669024
"1",73.8366581738767,1976,377985.411866032
"0",89.8723303116547,1962,252467.224069275
"1",98.7884261802175,1974,479236.94035916
"0",66.9344091123555,1959,170438.418299285
"0",77.9009296864975,2007,570923.229047206
"0",98.3522859097421,1999,639437.280448341
"0",53.2090382267793,1973,212052.73928818
"0",44.4930428265049,1965,143305.202930778
"2",70.0827339666231,2020,730924.941607462
"0",59.902198317321,2005,429340.346158813
"0",62.5388420430204,1966,203702.547356612
"0",64.2678930934529,2007,472761.62057464
"2",36.8744415535366,1952,147759.763839911
"1",130.09189145871,1977,663842.656011647
"1",50.712159598396,1995,362281.318005776
"2",45.6821434291763,2013,454908.954179572
"0",45.0224408057828,2003,316158.240979441
"1",51.5091444260164,2006,424380.191287138
"1",65.6190603374198,1998,482602.984739128
"1",61.7366162511964,2013,547911.645832505
"0",33.2851560414445,1951,63012.0872080199
"0",42.4886715701043,1976,184076.639653466
"1",36.7899341097678,2018,353040.270170583
"0",58.3088008560016,2020,505722.208820068
"0",96.669640941352,2001,648018.190343319
"2",65.9163694828182,1973,379221.016354235
"2",79.5201931670806,1959,339927.569821435
"1",44.2345783206769,1989,291992.792622571
"1",77.1192067055774,2010,656289.721245867
"0",65.2541981806063,1980,303545.627039074
"1",46.0570853912352,1987,293975.046016983
"1",61.3083355975641,1994,427668.592669406
"0",96.51432647188,2007,704942.102120773
"1",71.8931782605382,2019,677920.50324367
"2",53.0695642473803,1987,385499.525220824
"0",113.550246822559,1994,679917.54492879
"0",39.7109340365558,2019,343666.543202325
"0",92.9154757901492,1956,204894.518204302
"1",43.5299105090602,2017,409678.017524274
"3",51.3193191677179,1964,304116.719759942
"1",64.4570941564485,1976,332503.834267623
"0",56.6090608653672,1987,304303.15779551
"0",42.5124610828562,1986,226740.342074049
"0",65.1089226109376,2014,524430.845065955
"1",72.8658696180579,1982,417025.877151192
"0",96.7007272916497,1985,493423.817592879
"1",56.4386513106093,1993,389639.634919049
"0",61.6495883373364,1973,244146.241547481
"1",60.2541238172803,2013,535237.146833569
"0",67.5667705779298,1960,178725.221675015
"2",66.1688899129698,1977,407035.17891182
"1",60.6360442712936,1979,332168.803578947
"0",56.0652328011328,1991,323925.951058463
"0",58.2856347940154,1990,330517.993605166
"1",62.4851278085582,1958,210372.741412719
"1",44.9662285372557,1977,242458.671715027
"0",95.5440788774909,2011,736199.341174469
"0",43.3257518068148,2008,326325.802945309
"0",49.6085371119965,1981,238101.686586992
"3",46.9336224564374,1996,431871.268620815
"1",47.9239229919523,2006,396232.519582535
"0",55.6215315709673,1992,327009.740887823
"1",103.057482191135,1957,323801.103246627
"1",92.9145163963285,1973,442623.503583613
"0",66.6134211496853,1966,216331.047298699
"0",29.6456477458711,1989,170040.560362621
"0",40.4700947972546,1967,139328.657862418
"1",107.881865696666,2007,877690.920361677
"0",84.2457247506353,1988,456436.979100621
"0",50.3847259054659,2007,372803.966534794
"0",47.6460710484184,1965,152765.683205832
"1",86.5372364212711,1997,621418.836766425
"1",47.6726279628783,1972,231995.652152336
"0",29.3114991516239,1957,74275.0308576052
"1",27.4203421464683,2006,235281.579138903
"1",101.438207761935,1990,653929.789876175
"0",52.9311297427716,2010,407043.315988872
"0",57.5634838800876,1952,107618.324673684
"0",50.5692436262318,2013,404502.899103238
"0",35.3998677069191,1974,147928.849542924
"2",54.1557274520583,1951,197641.182789604
"2",39.5235424961546,1984,282878.957195152
"0",63.7984789393932,1993,379993.333729418
"0",73.9567944521298,1992,431510.803871038
"0",54.1761523588354,2015,443477.171821761
"0",80.0933130108466,1961,218050.892654462
"0",54.1581185134613,2001,367454.770838487
"0",57.285425303455,1993,342216.630614757
"0",85.9354590482846,2012,671766.594860159
"1",72.4210614813416,2001,552294.456989498
"1",68.8393652030556,2011,594860.185431785
"3",36.8740925455297,1954,192808.982112638
"0",101.995478043174,1991,581136.679419372
"1",66.8405039307547,1996,477843.047760864
"1",64.1106869348922,1953,183251.604814774
"0",38.3570050438853,2007,286205.60089512
"0",50.6789886855924,1975,212596.999390151
"0",64.1680640661018,1967,215177.409220704
"1",102.19383954694,1984,597319.181957612
"1",51.5411596080604,1992,352405.009636096
"0",61.4220858535364,1967,206396.403675411
"0",67.320378260463,2015,548635.65962323
"0",50.8008906700238,2017,426658.124730036
"1",45.4782878751804,1992,313298.659361908
"0",57.84764280665,2002,397592.551564167
"2",86.2815170147792,1980,547581.858057692
"1",69.9288737785871,2003,547973.03779436
"0",39.7433499884829,1997,256402.47417105
"0",45.6971846343917,1987,247561.401940652
"2",60.8038452226895,1963,291268.383579072
"1",83.5755650748591,2002,642652.306277511
"0",24.2379804166254,1986,133544.258535992
"0",27.4929253974151,1967,97812.5603686017
"1",68.109641067235,1997,493347.670239306
"0",61.3528370737964,1958,150911.190378353
"1",116.378898199458,1963,432966.609911063
"1",66.0892481163279,1993,452849.542483829
"2",113.235884098801,1952,392111.919798612
"0",72.395757952125,1999,473333.859146962
"1",107.013272953966,1954,303358.245985457
"0",32.2509039737741,1973,132418.779379442
"1",81.0635534156022,1993,550927.478976207
"2",33.8816495817708,1965,182301.759363405
"0",85.2318828879664,1975,350800.938022429
"0",88.6299651889929,1955,187028.876457554
"2",50.96740802129,1997,422429.13845536
"1",73.2650162748069,1976,375210.182255602
"1",64.5584685304083,1956,203764.355218222
"0",44.5571820822195,1978,201487.300768747
"1",80.4175106940939,1965,321397.264492953
"0",111.105051195048,2019,943382.715973061
"1",47.7818921230889,1965,199000.20505447
"0",53.607650574048,1968,186752.252036413
"1",44.007216335666,1969,202475.218570571
"0",84.4361641910124,1993,499693.343742032
"0",40.9362051520163,1980,194112.119138787
"1",67.0043517963332,1961,244278.922519704
"0",86.5812145763967,1955,182934.759086021
"2",63.8662220369728,1956,259698.102837404
"1",87.9793909176795,1998,640243.367452257
"2",54.324197709927,1991,415651.475612704
"1",53.7815603011902,2001,415296.799958357
"0",111.133925053114,1983,543361.459900241
"0",76.1502221748112,2002,520212.529962623
"1",75.9327385906277,1959,258985.783475723
"1",23.6243136111437,1989,165235.311545135
"1",31.286610441437,2003,256227.264178353
"0",90.1301756831323,1977,388430.204073282
"0",54.5343147376536,2002,375391.77868413
"1",53.8401667346571,1977,286401.047402111
"0",65.6194597084774,1998,423392.958183375
"3",93.5957061244975,1979,662303.900480674
"0",38.4413192875972,2000,259863.528254957
"1",55.1491064410013,1999,414310.454981782
"2",69.7490083583483,1990,518202.452034446
"2",54.4451562021328,1979,351121.046542557
"0",49.1346681874507,1974,201490.558260091
"1",45.2653775750786,2007,379898.844565583
"2",65.7857899696887,1957,273195.616188176
"1",58.5253422289932,1987,368159.558443232
"1",107.197100282547,1969,464709.723709391
"1",32.0570282185879,2010,284519.103845647
"2",33.3367849952025,1962,169821.387240128
"1",85.8331322327615,1999,633702.45680348
"1",44.8853423247849,1970,210612.311823446
"1",56.5363471119701,1995,401601.708561374
"1",105.759368306941,2003,818497.143145837
"2",83.262718684106,1958,346191.5354836
"0",115.013426845923,1977,492947.405482308
"1",49.1107862026555,2000,376059.004667831
"0",110.103726987779,1991,626535.866392723
"2",20.6497983829501,2009,213831.748223839
"0",106.310370175205,1967,350028.043409701
"2",99.256922078095,2019,1012736.66941309
"1",83.7732712948545,2003,652506.72083143
"2",61.5177569893552,1989,454413.18072702
"0",63.5194336167359,2001,429237.853911495
"1",52.2885484215335,1970,242072.569792379
"1",71.2634577585609,1978,379769.5323275
"1",73.82461060537,2011,636482.769558181
"1",43.1712693442849,2010,376219.290083029
"1",52.3109213506301,1982,304998.345224856
"0",46.3284540795675,1958,116343.957480554
"0",50.7670722070842,1992,299333.970012365
"0",52.2052481044555,1997,333649.569138283
"0",76.2164081490819,1984,383378.536644582
"1",49.5642861488691,2011,433920.514900295
"0",83.9788410993911,1958,202942.57346171
"1",29.7400370717133,2018,289230.588650077
"1",91.3019101194166,2014,809839.166865887
"0",112.427985519857,1997,707036.186443809
"0",56.5000703456793,1981,269810.849659881
"0",42.2597016523519,1991,246597.310872913
"0",77.6628651833402,1982,374933.358332466
"0",51.5743887442871,1995,319423.06212049
"2",94.4137310855904,1990,690841.47562502
"1",53.9048888619681,1965,221958.577993192
"2",81.0458016492136,1983,540502.314183883
"0",68.8069257048764,2003,477894.657665097
"1",107.103480152716,1985,635768.857809121
"1",74.9340662619697,1958,248340.996625937
"1",65.3230625406996,1977,343225.410068584
"0",123.812597457229,1985,628995.213883651
"1",106.53087576217,1975,525888.145713169
"0",36.8102079235511,2010,286127.254519872
"1",36.6357263028208,1966,160880.063373041
"0",84.4639448457124,1981,398442.475898523
"1",69.7679414306269,1988,442037.07713794
"0",97.0082817874201,2007,708491.989403417
"0",76.7397754367822,2010,585602.453859688
"1",73.4427309535697,1987,456920.330923776
"2",69.5750755797695,1966,349882.081083686
"0",45.0343078041899,1967,153934.911946582
"0",48.3465480909472,2002,333934.530063552
"1",44.3563949640718,1951,123994.814376842
"1",86.6665714391427,2012,752398.163496151
"1",66.4226729157972,2002,514862.094154886
"1",48.5731288277916,2016,449952.201782843
"2",88.5652799795192,1960,384066.644185013
"2",70.0742304121665,1975,415282.800090098
"0",38.9207090242353,1989,220115.121166521
"1",64.4766462639518,2016,590699.546723663
"2",53.988611842889,1997,445693.9739907
"1",63.8292371746489,1994,444427.138061522
"0",94.3699989414581,1986,491219.074941502
"1",75.5746954905403,2020,719168.172760384
"0",66.4251942851803,1972,255630.7908303
"3",27.8282622743162,1964,183132.259080899
"1",41.462778707837,1985,258336.918276776
"2",44.3790510508276,1998,376150.641733166
"0",104.906470483789,1995,639416.49092174
"0",40.1173081718802,1970,150264.539138112
"0",59.833579967139,1996,374971.769044844
"0",49.9075266538366,1974,204509.952665859
"1",87.7710548010407,1971,401657.764135027
"1",108.773101827538,1968,460365.658336221
"0",79.6213749822577,1960,208848.193720809
"2",132.320553956626,1959,545838.013947241
"1",45.3038095644556,1979,253219.355305384
"1",77.7781135976846,1981,436014.278150585
"0",72.6813621058192,1971,271499.793943548
"3",85.7013762646501,1977,592654.212627794
"0",85.3305461074165,2002,581729.350940584
"1",63.2585361527562,1989,408985.77410716
"1",105.042508166055,1956,319148.944498454
"0",83.9634032333061,1973,328924.430267356
"2",65.3678254819139,1980,422104.635788088
"2",76.7086227325085,1985,528531.395227271
"0",78.046291212784,1969,275196.233753371
"1",43.2925587959976,1979,242852.598933151
"1",89.6098763446554,1992,597948.820787824
"2",121.244496095713,1995,939307.152280619
"0",74.9923201247183,1993,444918.979872894
"2",50.706763036059,1983,349367.785947017
"1",70.4260010722275,1954,206402.845662832
"2",60.9299844090428,2012,590617.160526367
"0",82.4587309671881,2010,628487.243622899
"0",52.507712035771,2005,377586.656688725
"2",76.5573225809891,2003,665438.433277448
"0",40.7961950779939,1962,119959.701996135
"1",48.2983921860956,1987,307309.079380738
"0",81.8743196881006,2006,591333.05783898
"2",69.2768376143895,1961,313839.89319322
"0",99.9133628707982,2002,679422.29171937
"0",54.6322352594154,1982,266680.966413834
"0",35.5341515782399,1979,166244.993637224
"1",59.7027535270105,1969,267602.810493094
"0",90.5331007285574,1990,507882.12696989
"0",88.6728651303973,2007,648479.868704578
"2",75.8844139225023,1951,264995.778105185
"1",57.8793192883029,1953,167351.793940765
"0",106.874014360191,2016,875755.156572508
"0",104.93675970631,1954,209153.601782475
"1",95.2079545887052,1997,681681.300996412
"0",90.171498047843,2015,731452.733907714
"2",49.7271645436107,1998,417867.284012993
"0",52.3781121396919,1960,140737.555455038
"0",62.85257413064,1976,267578.309730857
"2",87.1782106966267,1999,718695.952830659
"0",73.6401998975645,1998,473920.180257768
"0",42.9909261672842,2011,336791.672937405
"0",88.6174404608386,1967,293421.197930153
"0",41.1532884865509,2006,302214.075517717
"1",87.8003646017743,1998,638980.387685344
"0",45.3655535493929,2020,395703.950201587
"1",55.3118538647841,1958,188492.021944448
"0",44.1921567780014,1978,199916.763152526
"1",55.0429940972343,2003,435587.973669735
"0",86.3105887604927,1972,329206.604917914
"1",66.7474832490033,2008,557353.598269156
"1",120.703260477927,1970,532838.757303004
"0",92.3042414518949,1984,462213.565231725
"0",50.4588404208872,1988,277362.023843219
"0",96.4055463185625,1968,327980.036969779
"0",42.2580602193817,1959,111213.692911218
"1",70.5341095089509,1985,425495.86896048
"1",80.3206827598008,1951,208505.550158409
"0",41.8649409212801,2006,307272.337220268
"1",97.4322592453212,1987,599656.806999327
"1",65.583506729795,1974,324826.933559403
"0",57.9831858609039,2018,491353.255047894
"2",57.519606993627,2017,588030.002648067
"1",63.7600265079935,1972,303587.489595401
"0",75.1087837542459,1969,265219.614764213
"0",67.7030290383683,1978,301012.943951659
"0",71.9949658738743,1983,355495.166686466
"1",79.7662402292463,1965,318944.117350742
"0",64.3868454051214,1998,415634.044114997
"0",60.5321528319655,1964,185361.810855675
"1",33.8198289066349,1975,180521.019097337
"0",50.2268905572345,1960,135380.973060102
"1",62.1000817664256,1986,383216.892289352
"1",92.8755943574226,1980,507499.686531592
"0",51.3751797224229,2009,390221.532684215
"0",27.6941381524578,1971,109550.068435768
"1",49.6308919030055,2019,474211.88099762
"0",40.7566062260876,2007,303491.398706813
"0",60.7376838386937,2003,423024.021991973
"1",96.7406232228428,2007,789131.831966838
"0",85.9809140335737,1984,431227.496696054
"0",92.0768440043358,2000,608494.872060881
"1",40.8165867248539,2002,324092.427083845
"0",33.9253699676641,2011,267881.44473868
"0",59.3974397135625,1964,182078.541146516
"1",66.6289514241671,1958,223008.918807524
"2",55.5252321949437,1972,318595.506462196
"1",54.7182498278856,1965,225018.118744184
"1",93.9308773712353,2010,794979.808251493
"1",101.182485700228,1951,257537.314792518
"0",51.4876832078868,2012,406518.178586119
"3",65.595064600221,2004,640220.963888588
"1",63.1767410053553,1955,193501.796353181
"0",54.3637824338337,2015,444984.029627488
"1",36.0862570845089,1972,180439.390451345
"1",42.7228980207251,1989,282685.800584941
"1",34.5869076201632,2012,312313.730748451
"0",69.2465096590502,1970,252223.315750594
"1",72.721343252791,2008,605441.274815803
"0",109.515992158595,2009,820461.757964943
"0",129.794110028718,1984,645911.948906568
"1",55.2873500059594,1993,382100.117221726
"0",44.063329721735,1980,208182.568646081
"1",86.1119421628806,1951,222115.130733395
"0",90.1223520335244,1972,343310.492634117
"1",56.406509544712,1951,152307.669488077
"1",87.2956028928015,1951,224895.841939346
"0",49.0810585356257,1999,324108.740687908
"0",24.2760965154766,2009,189680.283315621
"0",46.5513139460763,1999,307923.952618146
"2",93.7196057909076,1980,592213.112236146
"0",84.6500372670405,1979,382365.152995088
"1",109.030907635028,2004,854103.980718717
"1",55.7605835291818,1985,340544.28606055
"1",72.6329465045827,1988,459374.280768933
"0",47.8165129928089,2010,368671.203369726
"0",46.0413457234992,1995,286216.338047396
"1",61.0698708385487,1969,273291.692015923
"0",59.1029093570225,2014,476985.989189205
"1",54.3089686214394,1967,234352.02005415
